source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,distance_pc
146687018788948224,69.98842303882871,23.137636553392788,23.15742025497623,1553.6213,10.748996,1.7353916,43.18270295177257
147130328133311616,72.58000496001021,24.65284734867552,18.318537890519824,977.08563,12.811352,2.0613508,54.58950959822607
147182172683187712,72.3045228763072,24.802604923231087,20.29164737862752,610.376,9.234275,1.2950821,49.28136101227862
149543000243089024,65.25317818281587,24.51860700660108,20.38889188666459,897.6071,13.559337,2.6923733,49.046314314612296
152451414656258560,65.97964784229241,27.822364426660943,19.630061977336972,997.6977,10.510165,1.4370556,50.942274209551975
152668843080781184,67.58429603916107,28.132084531506276,24.79358588454182,874.4322,6.344197,0.8878641,40.333012120827384
154666071592704128,71.10905114753587,27.860338843915347,60.81899265735798,3997.7017,10.31775,2.1795244,16.4422322091686
155409341453368960,75.9353414518443,27.936044137733955,19.19265619285829,940.6755,12.939274,2.1908817,52.10326230780429
156212839641390976,78.15149984872738,30.507201071861218,18.561395762197957,214.0396,17.01581,3.8001194,53.875258779654644
157915472050611456,69.55439166864008,28.216397864189464,76.30705689396355,467.86868,12.146331,2.996233,13.104947834505033
158800402816375552,69.36975967277579,29.255876129608723,16.576153195954532,73.1641,18.644493,1.1457901,60.32762777820209
159876451036828032,70.35091812898952,32.7059449179168,24.955119839086308,318.48624,13.749626,,40.07193739994532
160482900421184768,74.85601709654112,31.969467198372843,23.07008361374417,586.6382,13.9767685,2.7682257,43.346180132795126
160984827479188224,74.72521092252283,33.96264045293796,18.858783822951374,955.18854,13.140966,2.412158,53.02568868640339
162105878366799104,73.38669101199773,35.29544144630801,16.510862967862884,432.52777,15.434876,3.0305758,60.56618614947156
164016558994105856,62.67453449766683,28.596437724034768,19.15003523268342,1143.0504,12.139381,2.0207453,52.21922507449476
167342512950320000,61.06962596298256,29.47352596678658,20.99527045348666,609.01025,15.089593,2.9140387,47.62977463021588
170564219458600192,60.22897778606336,33.954003957155486,22.149541060178525,324.27283,11.536893,2.1315393,45.14766230519541
171830238376804992,68.78203845374112,32.5319123796553,16.755061427307048,101.7148,18.0544,0.6224899,59.68345770253166
174016754687198080,72.08780933317922,35.13303466718795,17.059276763223284,230.2942,16.640999,3.4864912,58.6191322105647
175618983647633920,70.46076682853362,38.279744726887806,31.55224485286816,964.70496,5.8322744,0.7420006,31.693466016859276
179517611361828736,65.70560829363545,39.31125058011532,20.65141639865609,208.75679,13.975162,2.9365044,48.42282876370049
179880656357987840,66.66244696379759,39.71220596517666,20.731736792171965,772.451,14.471881,2.855422,48.23522553969463
182224780788926592,77.95438853487201,34.39751131214147,23.569811563801032,1020.5044,11.563498,1.967042,42.42715294066326
