source_id,abs_mag,bp_rp,spectral_type,distance_pc,estimated_mass,is_sun_like
190802650815160960,14.324120491854497,0.93076706,G,33.863333023350144,0.1103031590830551,False
191651203208645760,14.936472377847439,4.477461,M,47.588029751591534,0.09579718824062182,False
197170820301998336,8.49139614360257,2.0364056,M,47.77418327318149,0.4225327591569848,False
198464052134353536,12.47294402965241,3.6320324,M,24.071180753916657,0.16892953905434546,False
199189317490371456,5.637951484006594,0.9787426,G,55.48325136900201,0.8150886610957541,False
201180906712791808,10.347060007808219,2.6043663,M,55.65259227974535,0.27560938323330586,False
204001914247731328,5.0877961655213575,0.92239,G,40.898385755152,0.9251675326230979,True
756571374829440,13.70023353213308,3.9183216,M,38.30791310038107,0.12734346030812022,False
6475887265076992,8.70351234138853,2.3378553,M,59.67710291616747,0.40239147000381636,False
6478258086581760,9.030373235265701,,M,57.367371688810266,0.3732180818330739,False
9178383766474496,11.898937303040894,3.1676884,M,25.14257413706452,0.19279966266441845,False
10584899656489600,8.683220236953854,,M,46.83552066666125,0.40427601514019973,False
10584899657116672,3.9047349343619624,0.7142348,F,47.00953259589926,1.2148607655572439,False
11023119464589696,12.202472938461144,3.1265173,M,48.817868399380586,0.17978469023960525,False
13434421479476352,9.454666441194036,2.4955692,M,38.314636685550056,0.338480267761497,False
13613470075881472,12.080609440684594,3.209073,M,53.96091581903712,0.18490091313476575,False
14143675198789504,7.3987572611039205,1.6949711,M,60.86257851062724,0.5434058054732374,False
15400210830767488,11.440307410678935,2.693843,M,48.25084438582895,0.2142738924281368,False
17705405678085120,6.729872453751749,1.3097658,K,53.52214487404857,0.6338883274019906,False
18478946467801088,11.25930872738031,2.9251919,M,39.14119263641904,0.22339277719506592,False
18614839233014784,10.759680865131369,2.6945143,M,39.64651581327064,0.2506293417525762,False
20284310200914560,9.896337660613279,2.5189323,M,58.570437474975854,0.3057498368306419,False
21063108030685696,11.351706658074551,2.841199,M,34.66103033199517,0.21869020626013058,False
24340923991956352,4.44734486969954,0.73274374,F,35.31415558404455,1.072174596369886,False
25405350031335296,13.454663325846063,0.33060265,F,33.88790608348281,0.13475151834871668,False
26367903742260736,10.27218613196099,2.527547,M,24.516438109651904,0.2804021806799861,False
29234781527685888,10.377660729228058,2.4506311,M,50.852727824014615,0.273674244011258,False
30836976127290368,11.367291281034962,,M,35.61941182578536,0.21790684457758122,False
31235033696866688,16.52276891600316,4.841571,M,13.768315738966947,0.06648491355281619,False
34676917408054528,10.351882619041538,2.4458466,M,46.17565623166752,0.27530350340827975,False
36955414740605824,13.343998315430518,3.971468,M,41.82153191635917,0.13822931900788427,False
37550555471818880,14.422609907373186,4.1800346,M,55.23444805029188,0.1078298520338081,False
38535825266420224,10.891824658789016,2.8060684,M,34.02819150228673,0.24311823497040602,False
41186507280697216,15.511204372946958,3.4535007,M,56.671606685200935,0.08392272221703395,False
41641773816260736,7.023076143262459,1.5752096,K,51.33805032309455,0.5925054994334813,False
45770783575075968,10.574913988198837,2.7397203,M,47.88915812486589,0.2615222241968543,False
46458115782368384,11.19701106830403,3.0018263,M,42.06574514553627,0.2266203433307541,False
48197783694869760,5.788023169000596,1.1155329,G,46.2991977884293,0.7874041204436258,False
48225477643858176,10.519673736767857,2.762906,M,43.64915620512809,0.2648699114350209,False
48312407781020672,15.963569564409752,2.4518337,M,55.93093597985185,0.07562110925471445,False
49231668222673920,3.2542909740566657,0.57329607,F,48.63010476594874,1.4111425997451412,False
51497418090942720,12.462732482636389,3.6766558,M,46.71794203366303,0.16932720967251727,False
52129912155584512,12.080332627775373,3.07759,M,31.62885530526834,0.18491269882236094,False
57744155965790720,15.524354903826833,4.8618183,M,26.010758643033142,0.08366898675044823,False
60040176760223744,10.006468512545602,2.5806751,M,31.98583536081988,0.298093941006209,False
62948174562535808,9.215642871422892,2.2600489,M,20.722121974401126,0.3576314576838139,False
64085383120724864,5.0293079086205115,0.8604717,G,29.796557970282397,0.937711428646657,True
64420871604166272,14.077172669276889,4.056264,M,37.37417941915213,0.1167569477222048,False
65154726896576512,9.188484224447878,2.2807312,M,54.98293959042194,0.35987491686150896,False
65588896552347008,14.650578920339255,4.200533,M,57.96590435949772,0.10231565950506513,False
69092112394903936,8.173808727039196,1.8057184,M,60.96374735147375,0.45458921426532967,False
